ordinal_prise,orateur,texte,debut,fin,sad,disgust,angry,neutral,fear,surprise,happy
1,Mme la présidente,La séance est ouverte.,900.99,902.53,0.0,0.0458447127852486,0.0,0.0721078953797399,0.3338584000320633,0.10235772085366344,0.44583127094928476
1,Mme la présidente,"L’ordre du jour appelle les questions sur le thème : « Quelles réponses à la dissémination inquiétante et à la violence exacerbée du crime organisé en France ? ».Je vous rappelle que la conférence des présidents a fixé à deux minutes la durée maximale de chaque question et de chaque réponse, avec droit de réplique et de contre-réplique.La parole est à M. Jocelyn Dessigny.",902.53,927.84,0.0,0.09987501461748134,0.027654407131776745,0.00916145076092939,0.8294349506676036,0.03387417682220884,0.0
1,M. Jocelyn Dessigny (RN),"Monsieur le ministre, vous proclamez une guerre contre les trafiquants, mais de quelle guerre parle-t-on si vous refusez d’armer l’État ? Certes, la loi contre le narcotrafic contient des annonces, mais sans moyens, c’est un baroud médiatique, pas une stratégie de combat.Prenons l’exemple des points de deal. Ce sont des caisses noires quotidiennes pour les réseaux criminels. Pourtant, ils réapparaissent quelques jours seulement après chaque opération de police. Pourquoi ? Parce qu’il n’y a ni harcèlement permanent, ni continuité d’action, ni coordination locale, ni moyens dédiés. Les maires sont seuls, les préfets attendent des instructions, les forces de l’ordre épuisent leurs effectifs pour ne gagner que trois jours de calme.Côté logistique, même constat : téléphones chiffrés, bunkers de quartier, véhicules relais… Tout cela est connu et documenté, mais les services spécialisés comme Tracfin, l’Office central de lutte contre la corruption et les infractions financières et fiscales (OCLCIFF), les magistrats ou encore les douaniers restent en sous-effectifs, sans renforts ciblés, sans calendrier de déploiement.Surtout, le gouvernement n’a pas fait le choix de présenter un projet de loi de finances rectificative (PLFR), malgré les nouvelles mesures induites par votre texte. Nous l’avons réclamé, mais vous n’avez pas voulu le faire. Or sans PLFR, il n’y aura pas de moyens financiers suffisants ; sans moyens financiers suffisants, il n’y aura pas d’action et tout cela ne restera que du vent.Dans ce contexte, ma première question est simple : quelle feuille de route opérationnelle les ministères de l’intérieur et de la justice ont-ils définie pour la mise en œuvre effective de cette loi ? Pouvez-vous détailler les moyens, le calendrier et les instructions qui seront données aux préfets et aux procureurs ?Comment comptez-vous tarir le flux des criminels si l’on ne parvient pas à contrôler durablement les points de deal et les circuits logistiques, faute de soutien concret aux acteurs de terrain ?",927.84,1047.82,0.0,0.09674979705654874,0.5752615422911102,0.17505020190120385,0.07443933460033596,0.07849912415080133,0.0
1,Mme la présidente,"La parole est à M. le ministre auprès du ministre d’Etat, ministre de l’intérieur.",1047.82,1056.3,0.0,0.0,0.1686188657719286,0.13620451039041304,0.5160264717098955,0.1020633634158937,0.07708678871186918
1,M. François-Noël Buffet,"Mon temps de réponse est limité, mais je vais tenter de vous expliquer comment les choses s’organisent.Tout d’abord, les constats formulés ont notamment été documentés à l’occasion d’une commission d’enquête sénatoriale. Elle a permis d’aboutir à la proposition de loi telle qu’elle a été votée par vous-mêmes comme par le Sénat, et sur laquelle le Conseil constitutionnel a rendu aujourd’hui une décision très largement favorable.Cette loi vise à réorganiser la lutte contre le narcotrafic, du haut jusqu’au bas du spectre. Cela paraît absolument essentiel.Dès lors que nous avons aligné l’organisation de la lutte contre le narcotrafic sur celle que nous appliquons à la lutte contre le terrorisme, plusieurs dispositifs ont été mis en place. Le parquet national anti-criminalité organisée (Pnaco) a été créé. Un état-major spécifiquement dédié à la lutte contre la criminalité organisée a également été installé il y a quelques semaines.Cette nouvelle organisation est verticale : les remontées d’informations seront opérées au niveau régional afin d’être traitées au niveau national si nécessaire. À l’échelle locale, des moyens de coordination seront également mis en place entre le préfet, le procureur de la République et les autres services du ministère de l’intérieur contribuant à la remontée de l’information et à la connaissance du terrain.Vous évoquez les points de deal. Évidemment, ils se situent au bas du spectre du narcotrafic, mais ils font tout de même partie intégrante de la chaîne générale du système, puisque les narcotrafiquants profitent de la vente du quotidien. Cette dernière a d’ailleurs augmenté, de même que les saisies, ce qui atteste déjà de résultats concrets sur ce point.La coordination et la connaissance des situations de fait sont essentielles pour poursuivre la lutte contre les points de deal existants. À long terme, cela permettra à la fois d’assécher les fournisseurs, de réduire la consommation – nous l’espérons – et d’éviter le remplacement de ces points de deal sur le terrain. Je voudrais rappeler que… (Le temps de parole étant écoulé, Mme la présidente coupe le micro de l’orateur.)",1056.3,1098.12,0.0,0.0,0.12443388031086158,0.5585238297981154,0.07485898478492745,0.11304648208511213,0.12913682302098345
1,Mme la présidente,"La parole est à M. Jocelyn Dessigny, pour une seconde question.",1098.12,1191.67,0.0,0.0,0.12618783759745753,0.18850782713856315,0.30748366383073594,0.2185412062163747,0.15927946521686867
1,M. Jocelyn Dessigny (RN),"Monsieur le ministre, vous allez pouvoir poursuivre votre argumentation, mais ce que vous me dites aujourd’hui, ce ne sont que des paroles. Du reste, M. Darmanin nous les a déjà servies. M. Retailleau, quant à lui, n’a pas daigné se préoccuper plus que cela du texte sur le narcotrafic ; il a brillé par son absence, ce que nous avons regretté.Nous avons soutenu ce texte. Mieux, nous l’avons porté face à La France insoumise, qui a défendu les narcotrafiquants tout au long de son examen. Vos députés étaient absents ; nous étions les seuls à être présents pour le défendre. Nous voulons des résultats sur la lutte contre le narcotrafic !Vous ne proposez aujourd’hui que des paroles et de vaines promesses. Vous n’avez pas mobilisé de moyens financiers. Vous n’avez pas prévu de PLFR pour donner des moyens financiers à nos forces de l’ordre, à nos magistrats, à nos préfets. Sans argent ni effectifs supplémentaires, on ne peut pas lutter. Les Français attendent mieux que cela : ils veulent des résultats concrets. Il va falloir mettre la main à la poche, sortir un petit peu plus d’argent et présenter le PLFR que nous vous réclamons. C’est indispensable pour pouvoir appliquer les propositions que vous avez avancées lors des débats portant sur la loi visant à lutter contre le narcotrafic.Nous avons soutenu ce texte, nous l’avons porté face aux incompétences de La France insoumise et de la gauche qui, elles, ont lutté pour défendre les narcotrafiquants. Nous étions là, nous avons fait le nécessaire ; maintenant, nous attendons des résultats. Qu’avez-vous à nous proposer, monsieur le ministre ?",1191.67,1211.97,0.014818832632545229,0.021629105988060556,0.8603882498595253,0.08241366424678423,0.0,0.02075014727308463,0.0
1,Mme la présidente,La parole est à M. le ministre.,1211.97,1283.5,0.0,0.0,0.11248379519116115,0.1749782905827167,0.3467713391864769,0.16718565301123584,0.19858092202840943
1,M. François-Noël Buffet,"Merci d’avoir soutenu le texte que nous avons proposé.Vous me demandez quels sont les résultats concrets. À la date du 30 avril, 9 047 personnes ont été interpellées, 4 600 personnes ont été placées en garde à vue, 1 449 personnes ont été déférées,…",1283.5,1290.75,0.0,0.17031148581162808,0.17623644926346566,0.20631838233283625,0.38046930456960276,0.06666437802246727,0.0
1,M. Jocelyn Dessigny,Mais non ! Arrêtez avec vos chiffres…,1290.75,1302.23,0.015218210512629024,0.01505147280693513,0.9031862772173189,0.04146069857079702,0.0,0.02508334089231992,0.0
1,M. François-Noël Buffet,"…3 000 étrangers en situation irrégulière ont été interpellés, 278 ont été placés en centre de rétention administrative,…",1302.23,1312.29,0.013149696202111637,0.026429919922379943,0.07641716570938706,0.0,0.8646592509648342,0.019343967201287213,0.0
1,M. Jocelyn Dessigny,"Non, non !",1312.29,1314.92,0.03121549097894631,0.0,0.9158540281638107,0.022961693499658584,0.019001432885952407,0.010967354471632053,0.0
1,M. François-Noël Buffet,"…près de 1 000 kilos de stupéfiants ont été saisis, 504 armes ont été saisies (M. Jocelyn Dessigny applaudit par dérision), 1 549 240 euros ont été saisis en espèces, 3 120 000 euros de biens ont été saisis, 359 véhicules ont été saisis, 614 commerces ont été contrôlés et 103 ont été fermés.Voilà les premiers résultats sur vingt-trois villes seulement.",1314.92,1321.65,0.0,0.7977148921598717,0.03909782381506251,0.019980698238949476,0.11430846278173033,0.028898123004386055,0.0
1,M. Jocelyn Dessigny,"Ce sont des résultats comptables, pas de terrain !",1321.65,1326.99,0.0,0.019354549522839493,0.8750819412500906,0.053914443509370316,0.014628025683988497,0.03702104003371105,0.0
1,M. François-Noël Buffet,C’est bien un résultat concret et précis qui répond à votre question.,1326.99,1330.71,0.0,0.026887257965473147,0.0,0.19326946119068425,0.014528711416640744,0.01958978149567283,0.7457247879315291
1,M. Jocelyn Dessigny,"Non, ce n’est pas un résultat !",1330.71,1332.95,0.0,0.02983067241692906,0.7979005478212147,0.09659065913954001,0.01589260876184488,0.05978551186047133,0.0
1,Mme la présidente,"Monsieur le député, il vous reste du temps de réplique : vous pouvez laisser M. le ministre répondre.",1332.95,1337.06,0.0,0.0457141615180141,0.5300410899280269,0.24738261983422918,0.0,0.12273133619712669,0.05413079252260313
1,M. François-Noël Buffet,"Lorsqu’on dit la vérité, évidemment, cela pose toujours des problèmes. Mes propos ne sont pas seulement des mots ; ils décrivent des résultats bien réels.",1337.06,1347.55,0.0,0.0,0.11023306307415895,0.302825979819016,0.2195949338608798,0.11566965826307178,0.2516763649828735
1,M. Jocelyn Dessigny,Mais non !,1347.55,1353.4,0.0,0.024540895850143782,0.8683832362490804,0.03997606422863268,0.030275440280258213,0.036824363391884905,0.0
1,M. François-Noël Buffet,"Ce travail est donc bien mené.Au début du mois de juillet, une réunion sera organisée autour du premier ministre et de l’état-major interministériel de lutte contre la criminalité organisée. Elle concrétisera un certain nombre d’éléments et engagera à nouveau cette procédure de lutte contre le narcotrafic.Je vous invite à avoir confiance dans le texte de loi voté. Il sera bientôt publié et dotera la police et la justice de moyens supplémentaires qui lui manquaient jusqu’à présent.",1353.4,1366.78,0.0,0.0,0.04874634030087965,0.34938344963780005,0.1093915461364151,0.052539544096615855,0.4399391198282893
1,Mme la présidente,La parole est à M. Jocelyn Dessigny.,1366.78,1372.7,0.0,0.0,0.10901632238622523,0.24665199855207126,0.2262914303427158,0.17222624195064878,0.24581400676833892
1,M. Jocelyn Dessigny (RN),"Ce que vous nous dites est un mensonge ; il n’y a pas de moyens financiers supplémentaires affichés pour lutter contre le trafic de drogue. Citez-nous les chiffres ! Dites-nous à quel moment vous allez, dans le PLF, trouver l’argent pour lutter contre le trafic de drogue ! Il n’y a rien dans vos propositions. C’est du vent, ce que vous nous racontez !Les chiffres que vous citez sont ceux qui ont été remontés par les gendarmeries et les préfectures à votre demande. Ce sont les chiffres du quotidien ; il n’y a rien de nouveau dans tout cela. La proposition de loi que vous avez présentée et que nous avons soutenue… (Le temps de parole étant écoulé, Mme la présidente coupe le micro de l’orateur.)",1372.7,1394.21,0.0,0.025572086968719442,0.8588451734972425,0.05543474112677557,0.016728495554403852,0.043419502852858574,0.0
1,Mme la présidente,La parole est à M. le ministre.,1394.21,1412.98,0.0,0.0,0.11248379519116115,0.1749782905827167,0.3467713391864769,0.16718565301123584,0.19858092202840943
1,M. François-Noël Buffet,"Ces données correspondent au résultat des actions menées au quotidien dans les quartiers de reconquête, aux moyens mis en place et aux instructions données…",1412.98,1421.01,0.008290853723063868,0.010165419879560184,0.0,0.2824269071252207,0.008648055010960679,0.0,0.6904687642611945
1,M. Jocelyn Dessigny,"Oui, rien de nouveau !",1421.01,1421.87,0.0,0.724347446981513,0.054757745677473366,0.048587794384530494,0.043480616776847544,0.1288263961796356,0.0
1,M. François-Noël Buffet,"…dans l’attente de pouvoir publier ce texte de loi. Il a fait l’objet, je le rappelle, d’un recours devant le Conseil constitutionnel. Ce recours est aujourd’hui purgé. Le texte sera promulgué prochainement et nous pourrons ainsi déployer les moyens correspondants.Sur le plan budgétaire, nous en sommes à l’étape de la réorganisation et de la mobilisation des moyens existants. Ce n’est pas qu’une question d’argent ; c’est d’abord une question de réorganisation,…",1421.87,1436.31,0.0,0.0,0.08823378842176968,0.4677550469679403,0.03668534183537839,0.02629979542333012,0.38102602735158153
1,M. Jocelyn Dessigny,"Non, c’est d’abord une question d’argent !",1436.31,1439.55,0.014087468828970724,0.017574088173472602,0.8581327757646718,0.08148520858606213,0.0,0.02872045864682272,0.0
1,M. François-Noël Buffet,"…de partage des informations, de capacité à engager les poursuites judiciaires et à rapporter les preuves nécessaires pour faire tomber les gens qui vivent du narcotrafic.",1439.55,1447.72,0.0,0.04998666924474363,0.5145207462692801,0.25960720036776885,0.11890340265244624,0.05698198146576117,0.0
1,M. Jocelyn Dessigny,Fausses promesses ! Donnez-nous des résultats !,1447.72,1448.0,0.01497416158473,0.0,0.9135887178187213,0.032047162088358644,0.015013683509656038,0.024376274998534002,0.0
1,M. François-Noël Buffet,"C’est cela, la réalité. Ce n’est pas simplement une question budgétaire.",1448.0,1451.5,0.0,0.0,0.08811811261424929,0.47493552873884526,0.05084486864024974,0.08821538211040704,0.29788610789624864
1,Mme la présidente,La parole est à M. Emeric Salmon.,1451.5,1461.38,0.0,0.0,0.117740657276235,0.22350229687149933,0.24085139950545198,0.1640610363873573,0.2538446099594564
1,M. Emeric Salmon (RN),"Ces dernières semaines, notre pays a été confronté à un phénomène particulièrement inquiétant : une vague d’enlèvements liés au milieu de la cryptomonnaie. Le 26 mai, dix individus ont été interpellés, révélant l’existence d’un réseau de criminalité organisée qui cible les entrepreneurs et leurs familles.Deux affaires récentes survenues à Paris illustrent cette escalade de violence. Le 1er mai, le père d’un investisseur en cryptomonnaies a été enlevé, séquestré et torturé avant d’être sauvé par la brigade de recherche et d’intervention (BRI). Quelques jours plus tard, la fille d’un entrepreneur reconnu du secteur a échappé de justesse à une tentative d’enlèvement en pleine rue, sous les yeux des passants.Depuis le début de l’année, cinq affaires similaires ont été recensées, démontrant que cette forme de criminalité s’étend désormais sur l’ensemble du territoire, y compris en zone rurale. En Haute-Saône, dans ma circonscription, le jeune Simon Arthuis a tragiquement perdu la vie, assassiné par des criminels attirés par son patrimoine en cryptomonnaies. Alors que le procès de ses meurtriers est en cours, je tiens ici à adresser mes pensées à sa famille et à rendre hommage à sa mémoire.Face à cette criminalité organisée en constante évolution, des mesures fortes et immédiates s’imposent. Le groupe Rassemblement national, avec Marine Le Pen, propose notamment une augmentation significative des effectifs de police, de gendarmerie et de magistrats, le renforcement de l’arsenal pénal par le rétablissement des peines planchers, la fin des réductions de peine automatiques pour les crimes violents, la construction de milliers de places de prison, l’expulsion des criminels étrangers et l’instauration d’une présomption de légitime défense pour nos forces de l’ordre.Monsieur le ministre, quelle action concrète votre ministère entend-il conduire face à l’essor alarmant de cette criminalité organisée qui cible notamment le secteur des cryptomonnaies ?",1461.38,1520.69,0.0,0.0433614909514616,0.06358430188137913,0.011371643100176547,0.8572918539143047,0.024390710152678026,0.0
1,Mme la présidente,La parole est à M. le ministre.,1520.69,1571.46,0.0,0.0,0.11248379519116115,0.1749782905827167,0.3467713391864769,0.16718565301123584,0.19858092202840943
1,M. François-Noël Buffet,"Ces dernières semaines, nous avons été frappés par une série d’enlèvements et de tentatives d’enlèvement d’une extrême violence. Ces faits ont effectivement ciblé des professionnels du secteur des cryptoactifs dans le Cher et dans les 11e et 14e arrondissements de Paris.Le constat s’impose : ces attaques ciblent clairement des professionnels du secteur. Elles ne sont plus de simples faits divers, mais relèvent bien d’une criminalité structurée, comme vous venez de le souligner.Je rappelle que le ministère de l’intérieur a récemment construit un dispositif de prévention avec les acteurs de la filière.Je rappelle également que le commanditaire présumé des enlèvements a été arrêté le 3 juin au Maroc.Le plan de prévention que j’ai évoqué prévoit le recensement des professionnels du secteur et de leurs proches pour leur proposer d’abord un accès prioritaire au numéro d’urgence qu’est le 17, l’inscription aux fichiers de gendarmerie et de police, l’organisation d’une consultation de sûreté de leur domicile par les référents de sûreté de police, ainsi qu’un briefing de sécurité assuré par le Groupe d’intervention de la gendarmerie nationale (GIGN), le Raid, la BRI ou la préfecture de police au profit des acteurs les plus concernés, l’établissement d’une procédure d’urgence avec le commandement du ministère de l’intérieur dans le cyberespace, en charge de l’accompagnement de la filière, et enfin la mise en place d’une formation spécifique pour les policiers et les gendarmes.Un mois plus tard, les premiers résultats sont là : 425 personnes parmi les professionnels du secteur et leurs proches ont déjà été recensées et contactées par les forces de sécurité aux fins d’une inscription dans les fichiers ou de consultations.Un travail interministériel est en cours, en lien notamment avec le ministère de la justice, afin de préparer un décret permettant de supprimer les mentions des adresses personnelles des dirigeants du registre du commerce et des sociétés.Le renforcement de la sécurité des acteurs passe également par des mesures de communication.Voilà les premières mesures qui ont été prises devant l’urgence de la situation. Elles constituent une première étape de protection. Dans un second temps, les poursuites judiciaires sont bien entendu engagées et les condamnations interviendront si les faits sont établis, ce qui ne fait pas de doute.",1571.46,1585.57,0.0,0.08122201044474012,0.5015036086333476,0.09903165304735273,0.23775074552388376,0.08049198235067571,0.0
1,Mme la présidente,"La parole est à M. Emeric Salmon, pour une seconde question.",1585.57,1710.39,0.0,0.0,0.1393444562107566,0.18131693687146133,0.3088711033427897,0.22248870609602636,0.14797879747896597
1,M. Emeric Salmon (RN),"Elle porte sur un autre sujet.La France est confrontée à une augmentation préoccupante de la délinquance impliquant des mineurs non accompagnés (MNA), également appelés mineurs étrangers isolés. À Paris, en 2020, ces mineurs étaient impliqués dans plus de 40 % des vols à la tire, 30 % des vols avec violence et environ 30 % des cambriolages selon les données publiées.Le rapport du Sénat de 2021 confirme cette tendance alarmante, indiquant qu’à Paris, les MNA représentaient alors 42 % des vols à la tire, 29 % des vols avec effraction et 27 % des vols avec violence. Depuis, ces chiffres n’ont cessé de croître.Nombre d’entre eux, souvent majeurs en réalité, sont exploités par des réseaux criminels impliqués dans le trafic de stupéfiants, les vols organisés ou encore le racket. Ces réseaux agissent en toute impunité sur notre territoire, profitant de la faiblesse de notre système judiciaire et de la générosité de notre modèle social.Cette situation a également un coût considérable pour les finances publiques. Selon Départements de France, la prise en charge d’un MNA représente en moyenne 50 000 euros par an, soit une dépense annuelle totale supérieure à 2 milliards d’euros. En période de contrainte budgétaire, il faut s’interroger sur ce montant.Il est temps de mettre fin à l’angélisme migratoire : le lien entre immigration irrégulière et criminalité organisée ne peut plus être ignoré. Avec Marine Le Pen et le Rassemblement national, nous proposons de mettre un terme à l’accueil systématique des MNA, de rendre obligatoire les tests osseux pour évaluer leur âge, donc la réalité de leur minorité, et d’expulser les délinquants étrangers vers leur pays d’origine.La France ne peut rester un terrain d’exploitation pour les mafias étrangères. Il est temps de rétablir l’ordre et l’autorité de l’État.Une proportion significative de ces mineurs délinquants est de nationalité marocaine. Dans le contexte du récent rapprochement diplomatique entre la France et le royaume du Maroc, le gouvernement envisage-t-il de renforcer la coopération avec ce pays afin de faciliter et d’accélérer le retour dans leur pays d’origine des mineurs délinquants concernés ?",1710.39,1826.5,0.0,0.12570305400336487,0.55349347688539,0.10961643033014548,0.14097620363433963,0.07021083514675999,0.0
2,Mme la présidente,La parole est à M. le ministre.,1826.5,1832.71,0.0,0.0,0.11248379519116115,0.1749782905827167,0.3467713391864769,0.16718565301123584,0.19858092202840943
2,M. François-Noël Buffet,"Je commencerai par rappeler qu’en 2023, le nombre des mineurs délinquants a diminué, bien que la police aux frontières enregistre toujours une augmentation nette des entrées sur le territoire. Ces mineurs viennent pour l’essentiel d’Afrique du Nord. Ils peuvent être auteurs d’infractions, mais ils sont aussi victimes de réseaux criminels, c’est incontestable, notamment de traite des êtres humains, et en particulier dans le monde de la prostitution. L’usage de la violence pour commettre des délits ou des crimes ainsi que le port d’arme blanche sont en hausse. Tout cela est clair. L’usage de drogue peut expliquer certains comportements.Sur le fond, vous connaissez le statut particulier des MNA : ils ne sont pas considérés comme des étrangers en situation irrégulière, mais comme des mineurs. La question de la détermination de la minorité est parfaitement connue, et je crois que les départements mènent ce travail de manière assez efficace.",1832.71,1883.23,0.0,0.0752423731828446,0.30504765291818575,0.15708625679281735,0.3494205998513349,0.11320311725481741,0.0
2,M. Jocelyn Dessigny,Non !,1883.23,1886.94,0.017498084682458906,0.0,0.9106582712611406,0.039939569482320754,0.01476611374289075,0.017137960831188966,0.0
2,M. François-Noël Buffet,"Le fichier national est tout à fait utile, et évite le nomadisme qui pouvait exister.",1886.94,1893.53,0.0,0.023333653238701915,0.025258563150887547,0.29695330937171,0.021168430000659696,0.0,0.6332860442380409
2,M. Jocelyn Dessigny,Mais non ! Sortez dans la rue !,1893.53,1894.41,0.0,0.02145620356161104,0.8596908757334968,0.03010361222509207,0.044353265699492585,0.04439604278030756,0.0
2,M. François-Noël Buffet,"Quant au renvoi dans les pays d’origine, nous discutons d’accords de réadmission avec les pays sources. C’est un travail quotidien, régulier, et qui progresse – sauf avec l’Algérie pour l’instant, nous en sommes bien d’accord. Nous prenons ainsi les mesures nécessaires pour les reconduire dans leur pays d’origine si leur minorité n’est pas reconnue.",1894.41,1934.75,0.0,0.0,0.04383266688472452,0.26570036162328126,0.09043577959281036,0.05211187166831695,0.5479193202308669
2,Mme la présidente,La parole est à M. Emeric Salmon.,1934.75,1938.57,0.0,0.0,0.117740657276235,0.22350229687149933,0.24085139950545198,0.1640610363873573,0.2538446099594564
2,M. Emeric Salmon (RN),Votre réponse pleine d’angélisme m’inquiète un peu. Il est grand temps de forcer les tests osseux pour vérifier réellement la minorité de ces individus – ou plutôt leur majorité.,1938.57,1950.5,0.0,0.027074875487238834,0.013293881274318138,0.0,0.9364133534158122,0.016038457742662122,0.007179432079968664
2,M. Jocelyn Dessigny,Évidemment !,1950.5,1950.93,0.0,0.08939178682756402,0.5196992695637872,0.07772959237222873,0.15346259535490261,0.15971675588151743,0.0
2,Mme la présidente,La parole est à M. Nicolas Dragon.,1950.93,1961.77,0.0,0.0,0.11593484725783022,0.24242024907330964,0.2070874621657616,0.1628273901770941,0.2717300513260044
